price,bhk,area,carpetarea,pricepersquare,additionalrooms,status,possesiondate,locality,projectname,age,roadfaceing,bathroom,floor,balconies,totalfloor,neworold,opensides,facing,overlooking,ownership,amenitiesavailable,amenitiesnot
3000000,1 BHK Apartment ,430 sq ft,428 sq ft,"₹ 6,976/ sq ft ",,"Ready to move,Semi-Furnished",,Warje,Builder ganpati matha,0 - 1 year,80 feet,1,Gr ,,3,Resale,2,North,"Road View, Corner",Freehold,"Car Parking,Power Backup,24 X 7 Security,Wardrobe,Sofa,BED","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Wifi,Dining Table,Gas connection"
2800000,1 BHK Apartment ,530 sq ft,520 sq ft,"₹ 5,283/ sq ft ",,"Ready to move,Semi-Furnished",,Warje,Builder Sai Corner Building NDA RoadWarje Pune,12 - 13 years,80 feet,1,"2, ",,4,Resale,2,North,"Road View, Corner",Co-Operative Society,"Car Parking,Power Backup,24 X 7 Security,Wardrobe,Sofa,BED","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Wifi,Dining Table,Gas connection"
12500000,3 BHK Apartment ,"1,800 sq ft",,"₹ 6,944/ sq ft ",,"Ready to move,Unfurnished",,Wanowrie,Kolte Patil Maestros,6 - 7 years,,3,"6, ",,11,Resale,2,East,"Garden View, Pool View, Road View",,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",
27500000,4 BHK Apartment ,"2,725 sq ft",,"₹ 10,091/ sq ft ",,"Ready to move,Unfurnished",,Sopan Baug,Goel Ganga Melrose,1 - 2 years,,3,,2,,Resale,,,,,"Car Parking,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Lift Available,Power Backup,Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
12700000,2 BHK Apartment ,"1,100 sq ft",900 sq ft,"₹ 11,545/ sq ft ",,"Ready to move,Furnished",,Bhawani Peth,Kumar Galaxy,15 - 16 years,,2,"2, ",,6,Resale,,,Garden View,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Maintenance Staff,Landscaped Gardens,Wardrobe,Dining Table,BED","Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,AC,TV,Refrigerator,Sofa,Wifi,Gas connection"
6786000,2 BHK Apartment ,"1,096 sq ft",,"₹ 6,191/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Baner,,,,2,"4, ",1,12,New,4,East,,,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
10100000,3 BHK Apartment ,"1,659 sq ft",,"₹ 6,088/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Wakad,,,,3,"4, ",2,12,New,4,East,Garden View,,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
6418000,2 BHK Apartment ,897 sq ft,,"₹ 7,154/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2018,Bavdhan,,,,2,"8, ",1,12,New,4,East,Garden View,,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
9500000,3 BHK Apartment ,"1,470 sq ft",,"₹ 6,462/ sq ft ",1 rooms( pooja room ),Under Construction,,Baner,Builder WWW PURPLEREALTORS COM,,,3,"3, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
10000000,3 BHK Apartment ,"1,510 sq ft",,"₹ 6,622/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2018,Wakad,,,,3,4,2,,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
9067000,2 BHK Apartment ,"1,209 sq ft",,"₹ 7,499/ sq ft ",1 rooms( pooja room ),Under Construction,,Baner Pashan Link Road,,,,2,"6, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
6500000,2 BHK Apartment ,988 sq ft,,"₹ 6,578/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2018,Wakad,,,,2,"7, ",1,12,New,4,East,,,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
7000000,2 BHK Apartment ,"1,150 sq ft",,"₹ 6,086/ sq ft ",1 rooms( pooja room ),Under Construction,,Wakad,Builder WWW PURPLEREALTORS COM,,,2,"7, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
10000000,3 BHK Apartment ,"1,503 sq ft",,"₹ 6,653/ sq ft ",1 rooms( pooja room ),Ready to move,,Wakad,,,,3,"7, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
3500000,1 BHK Apartment ,749 sq ft,,"₹ 4,672/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,1,5,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
9499950,3 BHK Apartment ,"1,350 sq ft",1150 sq ft,"₹ 7,037/ sq ft ",,"Ready to move,Unfurnished",,Bavdhan,Rainbow Pebbles,,,3,10,,,Resale,,East,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility
3300000,1 BHK Apartment ,625 sq ft,,"₹ 5,280/ sq ft ",,"Under Construction,Unfurnished",Apr 2018,Moshi,Yogesh Gandharva Exellence,,,1,2,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room","Sports Facility,Landscaped Gardens"
9499950,3 BHK Apartment ,"1,350 sq ft",1150 sq ft,"₹ 7,037/ sq ft ",,"Ready to move,Unfurnished",,Bavdhan,Rainbow Pebbles,,,3,10,,,Resale,,East,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility
12500000,2 BHK Apartment ,"1,150 sq ft",,"₹ 10,869/ sq ft ",,"Ready to move,Unfurnished",,Aundh,Shirine Garden,16 - 17 years,40 feet,2,"2, ",2,6,Resale,2,East,Road View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Staff Quarter,School,Hospital,ATM","Sports Facility,Landscaped Gardens"
30200000,3 BHK Apartment ,"2,048 sq ft",1331 sq ft,"₹ 14,746/ sq ft ",,Ready to move,,Kothrud,Yash Elina,0 - 1 year,,3,"3, ",3,10,New,,,"Corner, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Sports Facility,Landscaped Gardens"
4000000,1 BHK Apartment ,580 sq ft,,"₹ 6,896/ sq ft ",,"Ready to move,Unfurnished",,Bavdhan,DSK Ranvara,11 - 12 years,20 feet,1,"10, ",1,12,Resale,2,East,Road View,Co-Operative Society,"Car Parking,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Cafeteria,Multipurpose Room,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Sports Facility"
9500000,2 BHK Apartment ,"1,200 sq ft",,"₹ 7,916/ sq ft ",,"Ready to move,Unfurnished",,Wakad,Mahindra Lifespaces The Woods,8 - 9 years,20 feet,2,"5, ",2,6,Resale,2,North,Garden View,Co-Operative Society,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility
8000000,2 BHK Apartment ,"1,150 sq ft",,"₹ 6,956/ sq ft ",,"Ready to move,Unfurnished",,Baner,Shroff Serenade,4 - 5 years,30 feet,2,"5, ",2,6,Resale,4,West,Garden View,Co-Operative Society,"Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Intercom,Landscaped Gardens","Lift Available,Sports Facility,Jogging Track"
1800000,1 BHK Apartment ,480 sq ft,,"₹ 3,750/ sq ft ",,"Ready to move,Unfurnished",,Dhayari,,3 - 4 years,,1,"4, ",1,4,Resale,,,,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
3600000,1 BHK Apartment ,560 sq ft,450 sq ft,"₹ 6,428/ sq ft ",,"Ready to move,Unfurnished",,Dhayari Phata,,8 - 9 years,200 feet,1,"3, ",1,4,Resale,1,NorthEast,,,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
12500000, Residential Plot ,"3,360 sq ft",,"₹ 3,720/ sq ft ",,,,NIBM,,,,,,,,New,1,East,,,"Car Parking,Power Backup,Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Maintenance Staff,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Lift Available,24 X 7 Security,Swimming Pool"
9200000, Residential Plot ,"4,000 sq ft",,"₹ 2,300/ sq ft ",,,,Undri,,,,,,,,New,1,North,,,"Car Parking,Power Backup,Children's play area,Gymnasium,Sports Facility,Jogging Track,Maintenance Staff,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Lift Available,24 X 7 Security,Club House,Swimming Pool"
17500000, Residential Plot ,"4,500 sq ft",,"₹ 3,888/ sq ft ",,,,NIBM,,,,,,,,New,2,NorthEast,,,"Car Parking,Power Backup,Children's play area,Gymnasium,Jogging Track,Maintenance Staff,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Lift Available,24 X 7 Security,Club House,Swimming Pool,Sports Facility"
12000000, Residential Plot ,"3,300 sq ft",,"₹ 3,636/ sq ft ",,,,NIBM Annex Mohammadwadi,,,,,,,,New,1,East,,,"Car Parking,Power Backup,Children's play area,Gymnasium,Sports Facility,Jogging Track,Maintenance Staff,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Lift Available,24 X 7 Security,Club House,Swimming Pool"
900000, Residential Plot ,"1,000 sq ft",,₹ 900/ sq ft ,,,,Wagholi,,,30 feet,,,,,New,2,East,Road View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
600000, Residential Plot ,"1,000 sq ft",,₹ 600/ sq ft ,,,,Loni Kalbhor,,,,,,,,New,2,East,"Road View, Garden View",Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
410000, Residential Plot ,"1,600 sq ft",,₹ 256/ sq ft ,,,,Hadapsar,,,50 feet,,,,,New,2,East,"Garden View, Pool View, Road View",Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
6000000,2 BHK Apartment ,988 sq ft,742 sq ft,"₹ 6,072/ sq ft ",,Ready to move,,Mahalunge,Kumar KUL Ecoloch,2 - 3 years,,2,"7, ",1,7,New,1,East,"Corner, Garden View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Golf Course,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
21000000, Residential Plot ,"5,000 sq ft",,"₹ 4,200/ sq ft ",,,,NIBM Road,,,30 feet,,,,,New,4,West,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track"
16000000,3 BHK Apartment ,"1,905 sq ft",,"₹ 8,398/ sq ft ",,"Ready to move,Unfurnished",,Sopan Baug,Raviraj Citadel Empress,6 - 7 years,,3,,,,Resale,,North,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Landscaped Gardens","Children's play area,Swimming Pool,Sports Facility"
4700000,2 BHK Apartment ,929 sq ft,,"₹ 5,059/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,2,3,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
5200000,2 BHK Apartment ,"1,068 sq ft",,"₹ 4,868/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,2,4,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
4700000,2 BHK Apartment ,929 sq ft,,"₹ 5,059/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,2,5,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
5200000,2 BHK Apartment ,"1,050 sq ft",,"₹ 4,952/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,2,2,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
5200000,2 BHK Apartment ,"1,050 sq ft",,"₹ 4,952/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,2,3,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
3500000,1 BHK Apartment ,675 sq ft,,"₹ 5,185/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,1,5,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
3500000,1 BHK Apartment ,675 sq ft,,"₹ 5,185/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,1,3,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
3800000,1 BHK Apartment ,749 sq ft,,"₹ 5,073/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,1,4,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
3800000,1 BHK Apartment ,749 sq ft,,"₹ 5,073/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,1,6,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
3500000,1 BHK Apartment ,678 sq ft,,"₹ 5,162/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,1,1,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
3500000,1 BHK Apartment ,675 sq ft,,"₹ 5,185/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,1,6,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
3800000,1 BHK Apartment ,754 sq ft,,"₹ 5,039/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,1,1,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
3500000,1 BHK Apartment ,677 sq ft,,"₹ 5,169/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,1,1,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
3500000,1 BHK Apartment ,675 sq ft,,"₹ 5,185/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,1,6,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
3500000,1 BHK Apartment ,675 sq ft,,"₹ 5,185/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,1,3,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
3800000,1 BHK Apartment ,749 sq ft,,"₹ 5,073/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,1,4,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
3800000,1 BHK Apartment ,749 sq ft,,"₹ 5,073/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,1,1,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
3500000,1 BHK Apartment ,687 sq ft,,"₹ 5,094/ sq ft ",,"Under Construction,Unfurnished",Aug 2018,NIBM Annex Mohammadwadi,Dynamic Dynamic Linea,,,1,4,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
12000000,3 BHK Apartment ,"1,550 sq ft",,"₹ 7,741/ sq ft ",,"Ready to move,Unfurnished",,Viman Nagar,Rohan Mithila,2 - 3 years,,3,,,,Resale,,,,,"Car Parking,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Lift Available,24 X 7 Security,Sports Facility,Landscaped Gardens"
2600000,1 RK Apartment ,150 sq ft,100 sq ft,"₹ 17,333/ sq ft ",,"Ready to move,Unfurnished",,Magarpatta Road,Builder Mega Center,8 - 9 years,100 feet,1,"1, ",1,5,Resale,1,NorthEast,,,Car Parking,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
6000000,2 BHK Apartment ,872 sq ft,,"₹ 6,880/ sq ft ",,"Ready to move,Unfurnished",,Dhayari,Nanded Asawari,2 - 3 years,,2,,1,,Resale,,,,,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Jogging Track,Landscaped Gardens","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility"
9200000,2 BHK Apartment ,900 sq ft,,"₹ 10,222/ sq ft ",,"Ready to move,Unfurnished",,Model Colony,,,,1,,,,Resale,,,,,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
14000000,2 BHK Apartment ,"1,000 sq ft",,"₹ 14,000/ sq ft ",,"Ready to move,Unfurnished",,Senapati Bapat Road,,,,2,,,,Resale,,,,,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
12500000,2 BHK Apartment ,860 sq ft,,"₹ 14,534/ sq ft ",,"Ready to move,Unfurnished",,Bhosle Nagar,,,,2,,,,Resale,,,,,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
2000000,1 RK Apartment ,400 sq ft,350 sq ft,"₹ 5,000/ sq ft ",,Ready to move,,Kothrud Depot Road,,0 - 1 year,10 feet,1,"1, ",1,3,New,1,East,,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
5700000,2 BHK Apartment ,"1,080 sq ft",800 sq ft,"₹ 5,277/ sq ft ",1 rooms( study room ),Ready to move,,Tathawade,Golecha Ethos,0 - 1 year,60 feet,2,"8, ",1,14,New,3,East,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED"
6600000,2 BHK Apartment ,"1,260 sq ft",933 sq ft,"₹ 5,238/ sq ft ",1 rooms( study room ),Ready to move,,Hinjewadi,Kasturi Eon Homes,0 - 1 year,100 feet,2,"9, ",1,21,New,3,East,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,School,ATM,Wifi,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED"
5300000,2 BHK Apartment ,955 sq ft,707 sq ft,"₹ 5,549/ sq ft ",1 rooms( study room ),Ready to move,,Wakad,Pristine Prolife,1 - 2 years,60 feet,2,"5, ",1,8,New,3,East,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,School,Hospital,ATM,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED"
6300000,2 BHK Apartment ,"1,200 sq ft",,"₹ 5,250/ sq ft ",,"Ready to move,Unfurnished",,Dhayari,Nanded Asawari,2 - 3 years,,,,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Swimming Pool,Jogging Track,Landscaped Gardens","Club House,Gymnasium,Sports Facility"
8700000,2 BHK Apartment ,"1,335 sq ft",,"₹ 6,516/ sq ft ",,"Ready to move,Unfurnished",,Hinjewadi,Paranjape Blue Ridge,1 - 2 years,,2,"11, ",,30,Resale,3,East,"Corner, Garden View, Pool View, Road View",,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",
10000000,3 BHK Apartment ,"1,797 sq ft",,"₹ 5,564/ sq ft ",,"Ready to move,Unfurnished",,Hinjewadi,Paranjape Blue Ridge,1 - 2 years,,3,"18, ",,30,Resale,3,West,"Corner, Garden View, Pool View, Road View",,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",
